loc_id,city_id,category_id,regis,removal,pet_count,sum_store_score,category_raw_score,norm_city,norm_all,category_city_score,category_all_score,city_score,all_score,final_score,final_score_10
KSH007,KSH,4,7050,96,6954,1.3698013813496908,1.9698035394732394,0.5,0.5,0.075,0.075,2.4047,2.0600000000000005,2.30129,2.42
KSH007,KSH,5,7050,96,6954,4.3969189496212575,6.3228630279281814,3.07,2.18,0.3991,0.28340000000000004,2.4047,2.0600000000000005,2.30129,2.42
KSH008,KSH,1,25490,931,24559,18.80718042863045,7.65795856045867,9.5,9.5,2.5650000000000004,2.5650000000000004,4.480200000000001,4.1532,4.3821,4.61
KSH008,KSH,2,25490,931,24559,11.636004812172942,4.737979890131089,0.68,0.61,0.061200000000000004,0.0549,4.480200000000001,4.1532,4.3821,4.61
KSH008,KSH,3,25490,931,24559,12.891378261869926,5.249146244500968,5.69,5.94,0.6259,0.6534000000000001,4.480200000000001,4.1532,4.3821,4.61
KSH008,KSH,4,25490,931,24559,17.413301141032587,7.090395024647822,5.57,4.02,0.8355,0.6029999999999999,4.480200000000001,4.1532,4.3821,4.61
KSH008,KSH,5,25490,931,24559,15.338742283520782,6.2456705417650475,3.02,2.13,0.3926,0.2769,4.480200000000001,4.1532,4.3821,4.61
KSH009,KSH,1,16421,826,15595,8.837372435672213,5.666798612165574,7.88,6.83,2.1276,1.8441,5.0898,4.2997,4.85277,5.11
KSH009,KSH,2,16421,826,15595,13.92572288896214,8.929607495326797,2.37,1.65,0.2133,0.1485,5.0898,4.2997,4.85277,5.11
KSH009,KSH,3,16421,826,15595,9.854178260538752,6.3188061946385075,7.29,7.54,0.8019000000000001,0.8294,5.0898,4.2997,4.85277,5.11
KSH009,KSH,4,16421,826,15595,16.187776512617276,10.380106773079369,8.82,6.74,1.323,1.011,5.0898,4.2997,4.85277,5.11
KSH009,KSH,5,16421,826,15595,13.520947059366618,8.67005261902316,4.8,3.59,0.624,0.4667,5.0898,4.2997,4.85277,5.11
KSH010,KSH,2,1962,100,1862,1.2388418271583457,6.653285860141491,1.45,1.09,0.1305,0.0981,0.1305,0.0981,0.12078,0.13
